person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_age_bin,person_income_bin,_row_id 
27,73004,RENT,5.0,EDUCATION,A,9000,9.63,1,0.12,N,7.0,26-35,"(63000.0, 86000.0]",20909
33,88000,RENT,3.0,VENTURE,D,9000,14.54,0,0.1,N,9.0,26-35,"(86000.0, 138000.0]",20910
27,88000,RENT,11.0,DEBTCONSOLIDATION,A,9000,6.91,0,0.1,N,10.0,26-35,"(86000.0, 138000.0]",20911
33,44136,MORTGAGE,2.0,EDUCATION,A,5000,10.99,0,0.11,N,8.0,26-35,"(35000.0, 49000.0]",20912
30,64698,RENT,11.0,MEDICAL,D,9000,16.0,1,0.12,Y,5.0,26-35,"(63000.0, 86000.0]",20913
27,90000,RENT,2.0,DEBTCONSOLIDATION,C,9000,13.49,0,0.1,N,7.0,26-35,"(86000.0, 138000.0]",20914
31,90000,RENT,6.0,PERSONAL,A,9000,5.42,0,0.1,N,9.0,26-35,"(86000.0, 138000.0]",20915
27,44200,MORTGAGE,11.0,MEDICAL,C,11500,15.27,0,0.26,Y,10.0,26-35,"(35000.0, 49000.0]",20916
28,44300,MORTGAGE,12.0,HOMEIMPROVEMENT,A,4325,7.49,0,0.1,N,5.0,26-35,"(35000.0, 49000.0]",20917
27,38300,MORTGAGE,2.0,PERSONAL,B,6000,10.99,1,0.16,N,10.0,26-35,"(35000.0, 49000.0]",20918
27,112440,RENT,9.0,DEBTCONSOLIDATION,A,9000,10.99,0,0.08,N,7.0,26-35,"(86000.0, 138000.0]",20919
33,87550,RENT,0.0,MEDICAL,C,9000,14.65,1,0.09,Y,7.0,26-35,"(86000.0, 138000.0]",20920
29,44400,MORTGAGE,4.0,PERSONAL,A,5000,10.99,0,0.11,N,7.0,26-35,"(35000.0, 49000.0]",20921
32,44400,MORTGAGE,5.0,HOMEIMPROVEMENT,D,6500,14.84,0,0.15,Y,7.0,26-35,"(35000.0, 49000.0]",20922
27,130000,RENT,9.0,HOMEIMPROVEMENT,A,9000,7.05,0,0.07,N,6.0,26-35,"(86000.0, 138000.0]",20923
29,44400,MORTGAGE,13.0,HOMEIMPROVEMENT,B,21000,10.99,0,0.44000000000000006,N,8.0,26-35,"(35000.0, 49000.0]",20924
28,44447,MORTGAGE,8.0,EDUCATION,C,6000,12.72,0,0.13,Y,7.0,26-35,"(35000.0, 49000.0]",20925
30,44449,MORTGAGE,2.0,VENTURE,C,21250,13.48,0,0.44000000000000006,Y,6.0,26-35,"(35000.0, 49000.0]",20926
34,44460,MORTGAGE,7.0,DEBTCONSOLIDATION,A,9600,7.49,0,0.22,N,8.0,26-35,"(35000.0, 49000.0]",20927
32,44500,OWN,3.0,EDUCATION,A,15000,7.51,0,0.34,N,5.0,26-35,"(35000.0, 49000.0]",20928
32,44500,MORTGAGE,14.5,VENTURE,A,6000,8.9,0,0.13,N,9.0,26-35,"(35000.0, 49000.0]",20929
32,49500,RENT,2.0,MEDICAL,B,8900,10.99,0,0.18,N,7.0,26-35,"(49000.0, 63000.0]",20930
30,80000,RENT,0.0,MEDICAL,A,8900,6.17,0,0.11,N,10.0,26-35,"(63000.0, 86000.0]",20931
31,116400,RENT,3.0,VENTURE,B,8900,10.0,0,0.08,N,5.0,26-35,"(86000.0, 138000.0]",20932
28,44500,MORTGAGE,2.0,PERSONAL,A,10000,8.59,0,0.22,N,6.0,26-35,"(35000.0, 49000.0]",20933
28,44500,MORTGAGE,4.0,VENTURE,A,6000,8.0,0,0.13,N,9.0,26-35,"(35000.0, 49000.0]",20934
33,44500,OWN,6.0,EDUCATION,B,20000,10.99,0,0.44000000000000006,N,6.0,26-35,"(35000.0, 49000.0]",20935
28,44500,MORTGAGE,5.0,VENTURE,B,20000,9.45,0,0.44000000000000006,N,10.0,26-35,"(35000.0, 49000.0]",20936
28,24000,RENT,8.0,VENTURE,B,8875,10.65,1,0.37,N,9.0,26-35,"(3999.999, 35000.0]",20937
27,44630,OWN,10.0,MEDICAL,B,10825,10.99,0,0.24,N,8.0,26-35,"(35000.0, 49000.0]",20938
27,33000,RENT,0.0,PERSONAL,C,8875,14.65,0,0.27,N,8.0,26-35,"(3999.999, 35000.0]",20939
34,33000,RENT,3.0,MEDICAL,A,8875,7.66,0,0.27,N,7.0,26-35,"(3999.999, 35000.0]",20940
30,38000,RENT,3.0,PERSONAL,D,8875,16.89,0,0.23,N,5.0,26-35,"(35000.0, 49000.0]",20941
28,50000,RENT,0.0,HOMEIMPROVEMENT,B,8825,11.49,0,0.18,N,7.0,26-35,"(49000.0, 63000.0]",20942
29,28114,RENT,0.0,DEBTCONSOLIDATION,B,8800,10.0,1,0.31,N,10.0,26-35,"(3999.999, 35000.0]",20943
28,44894,OWN,8.0,EDUCATION,A,3600,7.88,0,0.08,N,6.0,26-35,"(35000.0, 49000.0]",20944
27,42000,RENT,3.0,DEBTCONSOLIDATION,B,8800,11.71,0,0.21,N,5.0,26-35,"(35000.0, 49000.0]",20945
28,44928,MORTGAGE,5.0,VENTURE,C,1000,13.06,0,0.02,Y,8.0,26-35,"(35000.0, 49000.0]",20946
28,42000,RENT,3.0,MEDICAL,B,8800,12.42,0,0.21,N,10.0,26-35,"(35000.0, 49000.0]",20947
31,45996,RENT,10.0,VENTURE,C,8800,12.84,0,0.19,Y,10.0,26-35,"(35000.0, 49000.0]",20948
35,46000,RENT,4.0,PERSONAL,C,8800,14.27,0,0.19,N,7.0,26-35,"(35000.0, 49000.0]",20949
29,44991,MORTGAGE,13.0,MEDICAL,C,5000,14.72,0,0.11,Y,8.0,26-35,"(35000.0, 49000.0]",20950
29,46296,RENT,14.0,EDUCATION,D,8800,14.42,0,0.19,N,7.0,26-35,"(35000.0, 49000.0]",20951
29,48000,RENT,1.0,MEDICAL,A,8800,8.49,0,0.18,N,9.0,26-35,"(35000.0, 49000.0]",20952
31,50000,RENT,5.0,MEDICAL,A,8800,6.17,0,0.18,N,9.0,26-35,"(49000.0, 63000.0]",20953
27,60000,RENT,2.0,HOMEIMPROVEMENT,B,8800,11.36,0,0.15,N,10.0,26-35,"(49000.0, 63000.0]",20954
27,65000,RENT,8.0,EDUCATION,A,8800,6.03,0,0.14,N,9.0,26-35,"(63000.0, 86000.0]",20955
30,65000,RENT,3.0,DEBTCONSOLIDATION,B,8800,10.0,0,0.14,N,8.0,26-35,"(63000.0, 86000.0]",20956
29,65500,RENT,1.0,DEBTCONSOLIDATION,B,8800,10.71,0,0.13,N,10.0,26-35,"(63000.0, 86000.0]",20957
28,93200,RENT,1.0,VENTURE,A,8800,7.88,0,0.09,N,7.0,26-35,"(86000.0, 138000.0]",20958
31,100000,RENT,3.0,EDUCATION,B,8800,10.0,0,0.09,N,8.0,26-35,"(86000.0, 138000.0]",20959
27,44000,RENT,1.0,VENTURE,D,5000,16.89,1,0.11,Y,10.0,26-35,"(35000.0, 49000.0]",20960
32,45000,MORTGAGE,4.0,PERSONAL,B,7200,12.69,0,0.16,N,9.0,26-35,"(35000.0, 49000.0]",20961
29,50000,RENT,11.0,EDUCATION,B,5000,10.37,0,0.1,N,5.0,26-35,"(49000.0, 63000.0]",20962
31,50000,RENT,0.0,MEDICAL,A,5000,6.91,0,0.1,N,7.0,26-35,"(49000.0, 63000.0]",20963
35,45000,OWN,6.0,VENTURE,D,10000,16.77,0,0.22,N,5.0,26-35,"(35000.0, 49000.0]",20964
27,50000,RENT,7.0,DEBTCONSOLIDATION,C,5000,13.61,0,0.1,Y,8.0,26-35,"(49000.0, 63000.0]",20965
30,50000,RENT,5.0,MEDICAL,B,5000,11.14,0,0.1,N,8.0,26-35,"(49000.0, 63000.0]",20966
32,44000,RENT,4.0,PERSONAL,G,5000,20.04,1,0.11,N,10.0,26-35,"(35000.0, 49000.0]",20967
27,44000,RENT,5.0,HOMEIMPROVEMENT,E,5000,16.35,1,0.11,Y,6.0,26-35,"(35000.0, 49000.0]",20968
31,39000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,4000,16.77,1,0.1,Y,9.0,26-35,"(35000.0, 49000.0]",20969
35,44000,RENT,3.0,PERSONAL,E,5000,16.95,1,0.11,Y,9.0,26-35,"(35000.0, 49000.0]",20970
31,45000,MORTGAGE,12.0,DEBTCONSOLIDATION,C,12250,14.27,0,0.27,Y,10.0,26-35,"(35000.0, 49000.0]",20971
32,44004,RENT,2.0,DEBTCONSOLIDATION,F,5000,18.25,1,0.11,N,5.0,26-35,"(35000.0, 49000.0]",20972
27,44004,RENT,0.0,PERSONAL,C,5000,13.79,1,0.11,N,8.0,26-35,"(35000.0, 49000.0]",20973
28,50176,RENT,3.0,MEDICAL,B,5000,10.59,0,0.1,N,9.0,26-35,"(49000.0, 63000.0]",20974
28,45000,OWN,11.0,MEDICAL,C,10500,15.96,0,0.23,N,8.0,26-35,"(35000.0, 49000.0]",20975
35,50532,RENT,8.0,VENTURE,C,5000,13.57,0,0.1,Y,8.0,26-35,"(49000.0, 63000.0]",20976
29,50700,RENT,2.0,HOMEIMPROVEMENT,B,5000,9.88,0,0.1,N,8.0,26-35,"(49000.0, 63000.0]",20977
35,51000,RENT,5.0,EDUCATION,C,5000,12.98,0,0.1,Y,10.0,26-35,"(49000.0, 63000.0]",20978
30,45000,RENT,11.0,MEDICAL,C,5000,12.73,1,0.11,Y,8.0,26-35,"(35000.0, 49000.0]",20979
29,51000,RENT,1.0,DEBTCONSOLIDATION,A,5000,8.0,0,0.1,N,6.0,26-35,"(49000.0, 63000.0]",20980
27,45200,RENT,11.0,EDUCATION,D,5000,16.0,1,0.11,N,10.0,26-35,"(35000.0, 49000.0]",20981
27,45000,OWN,9.0,MEDICAL,A,12000,6.03,0,0.27,N,7.0,26-35,"(35000.0, 49000.0]",20982
28,51200,RENT,0.0,EDUCATION,B,5000,11.14,0,0.1,N,10.0,26-35,"(49000.0, 63000.0]",20983
27,45000,MORTGAGE,2.0,EDUCATION,A,3000,6.62,0,0.07,N,10.0,26-35,"(35000.0, 49000.0]",20984
28,51996,RENT,1.0,PERSONAL,C,5000,10.99,0,0.1,N,6.0,26-35,"(49000.0, 63000.0]",20985
27,45000,MORTGAGE,4.0,EDUCATION,B,10000,10.65,0,0.22,N,8.0,26-35,"(35000.0, 49000.0]",20986
29,45000,OWN,0.0,MEDICAL,D,10000,17.58,0,0.22,Y,6.0,26-35,"(35000.0, 49000.0]",20987
28,45000,MORTGAGE,0.0,VENTURE,B,3675,10.99,0,0.08,N,6.0,26-35,"(35000.0, 49000.0]",20988
35,20000,RENT,2.0,PERSONAL,C,8500,13.57,1,0.42,N,10.0,26-35,"(3999.999, 35000.0]",20989
35,20000,RENT,0.0,EDUCATION,D,8500,15.05,1,0.42,Y,10.0,26-35,"(3999.999, 35000.0]",20990
29,21996,RENT,6.0,DEBTCONSOLIDATION,D,8500,14.11,1,0.39,Y,7.0,26-35,"(3999.999, 35000.0]",20991
27,23000,RENT,0.0,VENTURE,A,8500,10.99,1,0.37,N,7.0,26-35,"(3999.999, 35000.0]",20992
32,45000,MORTGAGE,2.0,MEDICAL,C,8000,14.65,0,0.18,N,8.0,26-35,"(35000.0, 49000.0]",20993
32,45000,MORTGAGE,0.0,VENTURE,B,14000,12.69,0,0.31,N,9.0,26-35,"(35000.0, 49000.0]",20994
33,25000,RENT,4.0,DEBTCONSOLIDATION,C,8500,13.43,1,0.34,N,6.0,26-35,"(3999.999, 35000.0]",20995
30,45000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,7500,7.9,0,0.17,N,5.0,26-35,"(35000.0, 49000.0]",20996
27,45000,MORTGAGE,4.0,MEDICAL,A,5000,6.03,0,0.11,N,9.0,26-35,"(35000.0, 49000.0]",20997
32,45000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,2100,6.99,0,0.05,N,10.0,26-35,"(35000.0, 49000.0]",20998
28,45000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,8000,7.49,0,0.18,N,8.0,26-35,"(35000.0, 49000.0]",20999
32,45000,MORTGAGE,8.0,MEDICAL,A,9250,8.49,0,0.21,N,6.0,26-35,"(35000.0, 49000.0]",21000
28,27050,RENT,4.0,VENTURE,C,8500,15.96,1,0.31,Y,10.0,26-35,"(3999.999, 35000.0]",21001
31,39000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,2200,7.49,1,0.06,N,6.0,26-35,"(35000.0, 49000.0]",21002
35,27996,RENT,14.0,MEDICAL,B,8500,11.58,0,0.3,N,6.0,26-35,"(3999.999, 35000.0]",21003
27,39000,MORTGAGE,11.0,HOMEIMPROVEMENT,E,5000,18.79,1,0.13,N,6.0,26-35,"(35000.0, 49000.0]",21004
28,45000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,5.99,0,0.22,N,10.0,26-35,"(35000.0, 49000.0]",21005
32,45000,MORTGAGE,14.5,PERSONAL,A,6000,7.49,0,0.13,N,6.0,26-35,"(35000.0, 49000.0]",21006
34,45000,OWN,0.0,VENTURE,A,7000,5.42,0,0.16,N,5.0,26-35,"(35000.0, 49000.0]",21007
28,31800,RENT,2.0,MEDICAL,D,8500,16.07,1,0.27,N,10.0,26-35,"(3999.999, 35000.0]",21008
31,45000,MORTGAGE,14.5,VENTURE,B,6000,10.99,0,0.13,N,10.0,26-35,"(35000.0, 49000.0]",21009
27,45000,MORTGAGE,3.0,PERSONAL,A,4000,6.99,0,0.09,N,7.0,26-35,"(35000.0, 49000.0]",21010
30,39000,MORTGAGE,13.0,HOMEIMPROVEMENT,C,3000,13.99,1,0.08,Y,10.0,26-35,"(35000.0, 49000.0]",21011
28,33000,RENT,12.0,MEDICAL,C,8500,13.99,0,0.26,N,9.0,26-35,"(3999.999, 35000.0]",21012
35,45000,MORTGAGE,5.0,VENTURE,A,6000,6.99,0,0.13,N,9.0,26-35,"(35000.0, 49000.0]",21013
27,37273,RENT,4.0,PERSONAL,B,8500,10.0,0,0.23,N,10.0,26-35,"(35000.0, 49000.0]",21014
27,38000,RENT,5.0,EDUCATION,A,8500,6.99,0,0.22,N,10.0,26-35,"(35000.0, 49000.0]",21015
29,45000,OWN,13.0,VENTURE,B,15000,11.49,0,0.33,N,8.0,26-35,"(35000.0, 49000.0]",21016
30,40000,RENT,2.0,MEDICAL,C,8500,12.53,0,0.21,N,8.0,26-35,"(35000.0, 49000.0]",21017
30,40556,RENT,12.0,EDUCATION,C,8500,12.87,0,0.21,Y,7.0,26-35,"(35000.0, 49000.0]",21018
32,45000,MORTGAGE,12.0,EDUCATION,A,4800,7.49,0,0.11,N,7.0,26-35,"(35000.0, 49000.0]",21019
27,42000,RENT,4.0,DEBTCONSOLIDATION,B,8500,9.99,0,0.2,N,8.0,26-35,"(35000.0, 49000.0]",21020
27,45000,MORTGAGE,11.0,PERSONAL,B,3450,11.99,0,0.08,N,7.0,26-35,"(35000.0, 49000.0]",21021
28,45000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,15000,15.99,0,0.33,Y,8.0,26-35,"(35000.0, 49000.0]",21022
30,44000,RENT,1.0,EDUCATION,B,8500,11.36,0,0.19,N,7.0,26-35,"(35000.0, 49000.0]",21023
33,45000,RENT,2.0,MEDICAL,B,8500,10.62,0,0.19,N,6.0,26-35,"(35000.0, 49000.0]",21024
29,45000,MORTGAGE,4.0,PERSONAL,D,15000,18.49,0,0.33,N,6.0,26-35,"(35000.0, 49000.0]",21025
30,45000,RENT,0.0,MEDICAL,B,8500,11.89,0,0.19,N,7.0,26-35,"(35000.0, 49000.0]",21026
28,47500,RENT,2.0,EDUCATION,A,8500,7.88,0,0.18,N,10.0,26-35,"(35000.0, 49000.0]",21027
27,45000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,5400,12.99,0,0.12,N,7.0,26-35,"(35000.0, 49000.0]",21028
34,50004,RENT,5.0,VENTURE,B,8500,9.45,0,0.17,N,6.0,26-35,"(49000.0, 63000.0]",21029
28,53000,RENT,2.0,MEDICAL,A,8500,5.79,0,0.16,N,9.0,26-35,"(49000.0, 63000.0]",21030
32,54000,RENT,14.5,HOMEIMPROVEMENT,A,8500,7.49,0,0.16,N,6.0,26-35,"(49000.0, 63000.0]",21031
32,45000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4000,7.49,0,0.09,N,7.0,26-35,"(35000.0, 49000.0]",21032
32,45000,MORTGAGE,6.0,EDUCATION,A,6400,7.49,0,0.14,N,8.0,26-35,"(35000.0, 49000.0]",21033
30,57600,RENT,5.0,PERSONAL,A,8500,10.99,0,0.15,N,5.0,26-35,"(49000.0, 63000.0]",21034
27,58000,RENT,0.0,HOMEIMPROVEMENT,C,8500,13.49,0,0.15,Y,6.0,26-35,"(49000.0, 63000.0]",21035
34,60353,RENT,13.0,PERSONAL,B,8500,10.65,0,0.14,N,6.0,26-35,"(49000.0, 63000.0]",21036
29,55000,RENT,0.0,PERSONAL,D,8500,16.29,1,0.15,Y,8.0,26-35,"(49000.0, 63000.0]",21037
28,45000,MORTGAGE,0.0,EDUCATION,A,3600,10.99,0,0.08,N,8.0,26-35,"(35000.0, 49000.0]",21038
28,76000,RENT,2.0,MEDICAL,B,8500,10.99,0,0.11,N,5.0,26-35,"(63000.0, 86000.0]",21039
32,32423,RENT,10.0,HOMEIMPROVEMENT,B,8475,10.99,1,0.26,N,6.0,26-35,"(3999.999, 35000.0]",21040
30,42000,RENT,0.0,MEDICAL,A,8450,8.59,0,0.2,N,7.0,26-35,"(35000.0, 49000.0]",21041
31,45000,MORTGAGE,14.5,HOMEIMPROVEMENT,C,15000,13.06,0,0.33,Y,5.0,26-35,"(35000.0, 49000.0]",21042
29,28000,RENT,9.0,VENTURE,B,8400,11.48,0,0.3,N,6.0,26-35,"(3999.999, 35000.0]",21043
34,52000,RENT,2.0,VENTURE,C,5000,13.99,0,0.1,Y,8.0,26-35,"(49000.0, 63000.0]",21044
30,45000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,4450,10.37,0,0.1,N,6.0,26-35,"(35000.0, 49000.0]",21045
28,52000,RENT,4.0,MEDICAL,C,5000,12.23,0,0.1,Y,9.0,26-35,"(49000.0, 63000.0]",21046
28,52000,RENT,12.0,HOMEIMPROVEMENT,C,5000,13.48,0,0.1,Y,7.0,26-35,"(49000.0, 63000.0]",21047
29,52100,RENT,13.0,PERSONAL,B,5000,10.99,0,0.1,N,9.0,26-35,"(49000.0, 63000.0]",21048
35,45000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7500,7.29,0,0.17,N,9.0,26-35,"(35000.0, 49000.0]",21049
29,53000,RENT,0.0,HOMEIMPROVEMENT,A,5000,5.42,0,0.09,N,6.0,26-35,"(49000.0, 63000.0]",21050
27,45000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,5000,9.25,0,0.11,N,10.0,26-35,"(35000.0, 49000.0]",21051
28,39000,MORTGAGE,13.0,MEDICAL,D,3375,14.83,1,0.09,N,8.0,26-35,"(35000.0, 49000.0]",21052
28,53500,RENT,4.0,VENTURE,B,5000,12.18,0,0.09,N,5.0,26-35,"(49000.0, 63000.0]",21053
31,53922,RENT,14.5,HOMEIMPROVEMENT,B,5000,10.59,0,0.09,N,5.0,26-35,"(49000.0, 63000.0]",21054
34,53995,RENT,10.0,PERSONAL,B,5000,9.63,0,0.09,N,6.0,26-35,"(49000.0, 63000.0]",21055
32,54000,RENT,2.0,MEDICAL,A,5000,7.9,0,0.09,N,7.0,26-35,"(49000.0, 63000.0]",21056
32,45000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5000,5.79,0,0.11,N,5.0,26-35,"(35000.0, 49000.0]",21057
35,54396,RENT,4.0,MEDICAL,C,5000,11.34,0,0.09,Y,10.0,26-35,"(49000.0, 63000.0]",21058
28,54590,RENT,3.0,EDUCATION,A,5000,6.03,0,0.09,N,6.0,26-35,"(49000.0, 63000.0]",21059
27,45000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6800,6.17,0,0.15,N,9.0,26-35,"(35000.0, 49000.0]",21060
27,45000,MORTGAGE,7.0,PERSONAL,A,12000,6.91,0,0.27,N,8.0,26-35,"(35000.0, 49000.0]",21061
27,54792,RENT,4.0,EDUCATION,C,5000,13.48,0,0.09,N,5.0,26-35,"(49000.0, 63000.0]",21062
31,48996,RENT,0.0,DEBTCONSOLIDATION,E,5000,16.4,1,0.1,Y,5.0,26-35,"(35000.0, 49000.0]",21063
29,45000,MORTGAGE,7.0,PERSONAL,A,4000,6.17,0,0.09,N,9.0,26-35,"(35000.0, 49000.0]",21064
31,54996,RENT,6.0,PERSONAL,A,5000,10.99,0,0.09,N,10.0,26-35,"(49000.0, 63000.0]",21065
31,54996,RENT,5.0,PERSONAL,A,5000,8.0,0,0.09,N,9.0,26-35,"(49000.0, 63000.0]",21066
28,45000,MORTGAGE,2.0,EDUCATION,A,3000,5.79,0,0.07,N,8.0,26-35,"(35000.0, 49000.0]",21067
30,45000,MORTGAGE,5.0,VENTURE,B,8000,10.36,0,0.18,N,9.0,26-35,"(35000.0, 49000.0]",21068
27,45000,MORTGAGE,2.0,MEDICAL,A,10000,6.17,0,0.22,N,9.0,26-35,"(35000.0, 49000.0]",21069
27,55000,RENT,11.0,DEBTCONSOLIDATION,C,5000,13.8,0,0.09,N,6.0,26-35,"(49000.0, 63000.0]",21070
30,49000,RENT,13.0,EDUCATION,B,5000,10.74,1,0.1,N,10.0,26-35,"(35000.0, 49000.0]",21071
29,55000,RENT,2.0,EDUCATION,A,5000,7.14,0,0.09,N,5.0,26-35,"(49000.0, 63000.0]",21072
30,49000,RENT,2.0,HOMEIMPROVEMENT,D,5000,15.31,1,0.1,Y,10.0,26-35,"(35000.0, 49000.0]",21073
31,55000,RENT,3.0,HOMEIMPROVEMENT,B,5000,12.18,0,0.09,N,8.0,26-35,"(49000.0, 63000.0]",21074
27,45000,OWN,5.0,EDUCATION,C,15250,13.98,0,0.34,N,10.0,26-35,"(35000.0, 49000.0]",21075
28,55000,RENT,3.0,MEDICAL,C,5000,12.53,0,0.09,Y,10.0,26-35,"(49000.0, 63000.0]",21076
29,45000,OWN,13.0,PERSONAL,A,10000,7.88,0,0.22,N,10.0,26-35,"(35000.0, 49000.0]",21077
34,56000,RENT,14.5,PERSONAL,A,5000,8.9,0,0.09,N,8.0,26-35,"(49000.0, 63000.0]",21078
32,45000,MORTGAGE,6.0,PERSONAL,A,15000,7.51,0,0.33,N,5.0,26-35,"(35000.0, 49000.0]",21079
33,51000,RENT,14.5,MEDICAL,D,5000,14.96,1,0.1,Y,9.0,26-35,"(49000.0, 63000.0]",21080
29,57312,RENT,3.0,DEBTCONSOLIDATION,B,5000,11.86,0,0.09,N,6.0,26-35,"(49000.0, 63000.0]",21081
27,57500,RENT,0.0,MEDICAL,A,5000,10.99,0,0.09,N,6.0,26-35,"(49000.0, 63000.0]",21082
35,45000,MORTGAGE,14.5,MEDICAL,C,6500,13.98,0,0.14,N,10.0,26-35,"(35000.0, 49000.0]",21083
34,45000,MORTGAGE,3.0,MEDICAL,C,5300,13.23,0,0.12,N,6.0,26-35,"(35000.0, 49000.0]",21084
34,45000,MORTGAGE,1.0,VENTURE,B,12000,11.86,0,0.27,N,9.0,26-35,"(35000.0, 49000.0]",21085
33,58000,RENT,0.0,VENTURE,A,5000,7.51,0,0.09,N,7.0,26-35,"(49000.0, 63000.0]",21086
29,45000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,8000,15.58,0,0.18,N,9.0,26-35,"(35000.0, 49000.0]",21087
30,45000,MORTGAGE,11.0,MEDICAL,A,2500,6.76,0,0.06,N,10.0,26-35,"(35000.0, 49000.0]",21088
28,52000,RENT,12.0,HOMEIMPROVEMENT,B,5000,11.36,1,0.1,N,7.0,26-35,"(49000.0, 63000.0]",21089
27,45000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,3900,11.36,0,0.09,N,6.0,26-35,"(35000.0, 49000.0]",21090
31,45000,MORTGAGE,5.0,VENTURE,B,10000,9.88,0,0.22,N,8.0,26-35,"(35000.0, 49000.0]",21091
28,59600,RENT,2.0,HOMEIMPROVEMENT,A,5000,5.79,0,0.08,N,10.0,26-35,"(49000.0, 63000.0]",21092
28,60000,RENT,12.0,PERSONAL,A,5000,8.49,0,0.08,N,5.0,26-35,"(49000.0, 63000.0]",21093
27,54000,RENT,6.0,DEBTCONSOLIDATION,B,5000,11.99,1,0.09,N,10.0,26-35,"(49000.0, 63000.0]",21094
31,45000,MORTGAGE,8.0,VENTURE,B,7500,10.62,0,0.17,N,5.0,26-35,"(35000.0, 49000.0]",21095
31,45000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,2500,7.88,0,0.06,N,8.0,26-35,"(35000.0, 49000.0]",21096
32,60000,RENT,14.5,MEDICAL,A,5000,7.29,0,0.08,N,9.0,26-35,"(49000.0, 63000.0]",21097
30,60000,RENT,8.0,MEDICAL,A,5000,10.99,0,0.08,N,8.0,26-35,"(49000.0, 63000.0]",21098
31,39000,MORTGAGE,5.0,EDUCATION,B,22000,11.36,1,0.44000000000000006,N,5.0,26-35,"(35000.0, 49000.0]",21099
29,45000,OWN,0.0,EDUCATION,B,6800,10.62,0,0.15,N,5.0,26-35,"(35000.0, 49000.0]",21100
28,60000,RENT,12.0,HOMEIMPROVEMENT,D,5000,15.7,0,0.08,Y,7.0,26-35,"(49000.0, 63000.0]",21101
27,54000,RENT,0.0,DEBTCONSOLIDATION,D,5000,13.17,1,0.09,N,8.0,26-35,"(49000.0, 63000.0]",21102
29,45000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,14000,13.48,0,0.31,Y,5.0,26-35,"(35000.0, 49000.0]",21103
30,60000,RENT,1.0,DEBTCONSOLIDATION,B,5000,10.99,0,0.08,N,7.0,26-35,"(49000.0, 63000.0]",21104
30,54000,RENT,2.0,VENTURE,E,5000,15.13,1,0.09,N,9.0,26-35,"(49000.0, 63000.0]",21105
32,60040,RENT,1.0,VENTURE,B,5000,8.88,0,0.08,N,10.0,26-35,"(49000.0, 63000.0]",21106
30,60400,RENT,2.0,VENTURE,B,5000,12.69,0,0.08,N,8.0,26-35,"(49000.0, 63000.0]",21107
30,45000,MORTGAGE,5.0,EDUCATION,B,3250,10.62,0,0.07,N,6.0,26-35,"(35000.0, 49000.0]",21108
28,61000,RENT,3.0,VENTURE,B,5000,10.37,0,0.08,N,7.0,26-35,"(49000.0, 63000.0]",21109
27,62000,RENT,7.0,DEBTCONSOLIDATION,A,5000,10.99,0,0.08,N,5.0,26-35,"(49000.0, 63000.0]",21110
28,45000,OWN,4.0,MEDICAL,B,15000,9.88,0,0.33,N,6.0,26-35,"(35000.0, 49000.0]",21111
29,45000,OWN,4.0,VENTURE,B,20000,10.62,0,0.44,N,6.0,26-35,"(35000.0, 49000.0]",21112
27,63000,RENT,11.0,DEBTCONSOLIDATION,B,5000,10.0,0,0.08,N,5.0,26-35,"(49000.0, 63000.0]",21113
34,63500,RENT,5.0,EDUCATION,A,5000,9.63,0,0.08,N,7.0,26-35,"(63000.0, 86000.0]",21114
27,64000,RENT,2.0,VENTURE,C,5000,12.99,0,0.08,Y,8.0,26-35,"(63000.0, 86000.0]",21115
27,45000,OWN,3.0,PERSONAL,B,3500,11.14,0,0.08,N,8.0,26-35,"(35000.0, 49000.0]",21116
27,45000,MORTGAGE,3.0,MEDICAL,C,18000,12.87,0,0.4,N,8.0,26-35,"(35000.0, 49000.0]",21117
27,45000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,12000,8.94,0,0.27,N,6.0,26-35,"(35000.0, 49000.0]",21118
35,45000,MORTGAGE,2.0,VENTURE,A,1000,10.99,0,0.02,N,10.0,26-35,"(35000.0, 49000.0]",21119
